"user","longitude","latitude","hour_taken","day_taken","month_taken","year_taken","First*(id)","Unique concatenate(hashtags)","Unique concatenate(legend)","First*(minutes_taken)","First*(hour_uploaded)","First*(day_uploaded)","First*(month_uploaded)","First*(year_uploaded)","First*(url)","longitude_normalized"
"77161041@N00",4.86,45.76,8,17,4,2011,5.626231219E9,"square,squareformat,hefe,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=14458111","?",24,6,17,4,2011,"http://farm6.staticflickr.com/5310/5626231219_c560c4ef14_t.jpg",6.9449
"77161041@N00",4.8601,45.76,7,17,4,2011,5.626186703E9,"square,squareformat,lomofi,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=452275","?",57,5,17,4,2011,"http://farm6.staticflickr.com/5143/5626186703_afd8031f98_t.jpg",6.9451
"77161041@N00",4.8601,45.76,22,5,4,2012,7.048766009E9,"square,squareformat,sutro,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4b3013cef964a520a1f524e3, square,squareformat,hudson,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4b3013cef964a520a1f524e3","?",24,20,5,4,2012,"http://farm6.staticflickr.com/5275/7048766009_2b5e4e0a89_t.jpg",6.9451
"77161041@N00",4.861,45.783,19,30,3,2011,5.57482718E9,"square,squareformat,earlybird,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=1513988","?",44,17,30,3,2011,"http://farm6.staticflickr.com/5017/5574827180_45eff7aa77_t.jpg",6.9464
"77161041@N00",4.8612,45.761,13,26,5,2011,5.761084553E9,"square,squareformat,apollo,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4c17196c96040f4782e473a5","?",49,11,26,5,2011,"http://farm3.staticflickr.com/2426/5761084553_351c3db223_t.jpg",6.9467
"77161041@N00",4.888,45.813,19,21,3,2012,7.003555417E9,"square,squareformat,rise,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4e1c46c062e11cdc74409581","?",7,18,21,3,2012,"http://farm8.staticflickr.com/7179/7003555417_c1d1d77953_t.jpg",6.985
"77161041@N00",4.8927,45.818,23,22,4,2013,8.673610852E9,"square,willow,squareformat,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4e1c46c062e11cdc74409581","?",25,21,22,4,2013,"http://farm9.staticflickr.com/8534/8673610852_83d381095f_t.jpg",6.9917
"77161041@N00",4.894,45.811,22,21,2,2013,8.495295053E9,"square,squareformat,rise,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4e1c46c062e11cdc74409581","?",49,21,21,2,2013,"http://farm9.staticflickr.com/8243/8495295053_777a674234_t.jpg",6.9935
"77161041@N00",4.8964,45.818,0,20,10,2011,6.262059122E9,"square,squareformat,hudson,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4e1c46c062e11cdc74409581","?",2,22,19,10,2011,"http://farm7.staticflickr.com/6217/6262059122_cc898c1ff6_t.jpg",6.997
"77161041@N00",4.8964,45.818,22,5,11,2011,6.316247064E9,"square,squareformat,hudson,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4e1c46c062e11cdc74409581","?",3,21,5,11,2011,"http://farm7.staticflickr.com/6218/6316247064_d98e314cdd_t.jpg",6.997
"77161041@N00",4.8964,45.819,9,8,9,2011,6.126572066E9,"square,squareformat,brannan,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4e1c46c062e11cdc74409581","?",11,7,8,9,2011,"http://farm7.staticflickr.com/6084/6126572066_f81ef4562f_t.jpg",6.997
"77161041@N00",4.9383,45.801,19,27,8,2012,7.874102778E9,"square,squareformat,iphoneography,instagramapp,xproii,uploaded:by=instagram,foursquare:venue=4bc1d6412a89ef3bbac2f288","?",45,17,27,8,2012,"http://farm8.staticflickr.com/7259/7874102778_ec8f52d524_t.jpg",7.0568
"77161041@N00",4.9392,45.801,20,5,5,2013,8.710482005E9,"square,squareformat,earlybird,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4bc1d6412a89ef3bbac2f288","?",55,18,5,5,2013,"http://farm9.staticflickr.com/8258/8710482005_fe33db6f56_t.jpg",7.0581
"77161041@N00",5.0792,45.719,18,12,5,2011,5.712973413E9,"square,squareformat,normal,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=652371","?",2,16,12,5,2011,"http://farm3.staticflickr.com/2089/5712973413_c7649f0297_t.jpg",7.2582
"77338686@N00",4.835,45.756,10,31,5,2008,2.537604725E9,"restaurant,lyon,nord,sud,est,paulbocuse,ouest,3étoiles,lyon4lyongastronome,cuisinierdusiècle,collongeaumontsdor","Cest une institution depuis plus de 40 ans dans son domaine, <a href=http://fr.wikipedia.org/wiki/Paul_Bocuse>paul bocuse</a> a même été nommé &quot;Cuisinier du siècle&quot; en 1989 par le Gault-Millau.",39,8,31,5,2008,"http://farm4.staticflickr.com/3243/2537604725_0306285cbc_t.jpg",6.9092
"77338686@N00",4.9953,45.781,20,1,8,2008,2.733915038E9,"cat,chat,fisheye,pascal,bertrand,180°,45mm,marmotte,club16,sigma45mmf28exdc,grossemémère","Tu veux ma photo ?

Edit: Cest sacrément difficile à retravailler ces photos au fishEye...

In English : Its quite hard to post-treat those fish eyed pictures, Im opened to any advice...",3,23,4,8,2008,"http://farm4.staticflickr.com/3034/2733915038_7861ec3b9e_t.jpg",7.1383
"77350125@N04",4.855,45.782,21,15,6,2012,7.378725198E9,"?","?",5,9,16,6,2012,"http://farm8.staticflickr.com/7234/7378725198_e8df5ce406_t.jpg",6.9378
"77410280@N02",4.8535,45.778,18,12,10,2012,8.213911836E9,"park,parque,trees,sunset,blackandwhite,black,france,blancoynegro,blanco,canon,de,atardecer,eos,rebel,la,kiss,arboles,camino,lyon,negro,dor,francia,parc,pathway,x4,tête,550d,t2i,canoneos550d,canoneosrebelt2i,rebelt2i,kissx4,canoneoskissx4","?",3,12,24,11,2012,"http://farm9.staticflickr.com/8344/8213911836_956cce70aa_t.jpg",6.9357
"77426464@N05",4.8562,45.761,7,22,9,2012,8.016294218E9,"dark,part,emptiness,dieu,corridors","?",25,17,23,9,2012,"http://farm9.staticflickr.com/8041/8016294218_2a8d7f164f_t.jpg",6.9395
"77426464@N05",4.8578,45.762,6,19,5,2012,7.645665094E9,"mallcenter,artworkraw","?",20,20,25,7,2012,"http://farm9.staticflickr.com/8158/7645665094_6b4b3d588e_t.jpg",6.9418
"7753058@N04",4.7454,45.711,19,4,6,2011,5.796811793E9,"square,squareformat,earlybird,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4d262d2383ee6ea8849045e7","?",57,17,4,6,2011,"http://farm4.staticflickr.com/3172/5796811793_227ea65ef2_t.jpg",6.7812
"77559237@N02",4.833,45.74,13,1,3,2011,6.802885378E9,"lyon,soho,intérieur,lasham,peqa,pôleemploi,immeublebureaux,dcbinternational","bureaux, Bureaux",42,14,3,3,2012,"http://farm8.staticflickr.com/7062/6802885378_60e67be238_t.jpg",6.9064
"7759978@N04",4.8199,45.76,20,4,4,2009,3.421416499E9,"lyon,cala,lyons,amateurastronomy,théâtreantiquedefourvière,iya2009,internationalyearofastronomy,100hoursofastronomy,nuitdelequinoxe,100heuresdastronomie,annéeinternationaledelastronomie,astronomieamateur,antiquetheatreoffourvière,clubdastronomielyonampère","?",1,19,7,4,2009,"http://farm4.staticflickr.com/3544/3421416499_9b8d486de4_t.jpg",6.8876
"7759978@N04",4.8255,45.759,11,16,9,2009,3.963895512E9,"panorama,lyon,renaissance,hugin,vieuxlyon,placedelatrinité,perfectpanoramas","The projection is transverse Mercator. Two rows of frames were needed to create this panorama.",5,20,28,9,2009,"http://farm3.staticflickr.com/2607/3963895512_4a084f45bf_t.jpg",6.8956
"77647226@N00",4.8353,45.749,16,8,11,2011,6.395389489E9,"photostream","?",36,17,24,11,2011,"http://farm8.staticflickr.com/7142/6395389489_53365faeb1_t.jpg",6.9096
"77647226@N00",4.8892,45.758,9,2,12,2011,6.477810387E9,"photostream","?",3,18,8,12,2011,"http://farm8.staticflickr.com/7029/6477810387_e32db9fcbf_t.jpg",6.9867
"78099109@N05",4.8136,45.778,10,30,9,2010,8.587715297E9,"?","comments/suggestions/criticism?

Dans le 4e arondissement
In the 4th district

Y at-il quelquun qui sait lhistoire de ce bâtiment?
Is there someone who knows the history of this building?",20,5,25,3,2013,"http://farm9.staticflickr.com/8092/8587715297_a5e956f345_t.jpg",6.8786
"78099109@N05",4.8309,45.766,1,4,12,2010,1.2298500303E10,"vision:text=058,vision:outdoor=0932,vision:dark=0737","Warmth and Emptiness

comments/suggestions/criticism?",42,3,4,2,2014,"http://farm6.staticflickr.com/5476/12298500303_3df6451e3e_t.jpg",6.9034
"78166251@N00",4.834,45.765,22,9,12,2007,2.109588468E9,"light,france,church,digital,eos,rebel,spring,lyon,lumière,eglise,rhone,fêtedeslumières,rhonealpes,stnizier,xti,nc13p,e400d","?",26,21,13,12,2007,"http://farm3.staticflickr.com/2311/2109588468_248d9be261_t.jpg",6.9078
"78166251@N00",4.8543,45.774,18,21,10,2007,1.715447111E9,"boy,france,animal,digital,eos,rebel,lyon,head,deer,parc,tête,garçon,daim,têteàtête,parcdelatêtedor,headtohead,xti,nc13p,e400d","&quot;Parc de la tête dor&quot; in Lyon",18,20,23,10,2007,"http://farm3.staticflickr.com/2196/1715447111_021222bebd_t.jpg",6.9368
"78171174@N04",4.7824,45.583,13,21,12,2012,8.294203366E9,"sansflash,hipstamatic,objectifjane,filminas1982","?",25,12,21,12,2012,"http://farm9.staticflickr.com/8360/8294203366_5c132af486_t.jpg",6.834
"78171174@N04",4.8206,45.742,16,2,8,2012,7.718775678E9,"sansflash,hipstamatic,objectifjane,filminas1982","?",49,17,5,8,2012,"http://farm8.staticflickr.com/7121/7718775678_f9661b66aa_t.jpg",6.8886
"78171174@N04",4.8232,45.763,20,19,2,2013,8.489078899E9,"square,squareformat,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4daafc3ba86e771ea72f1a6d","?",4,19,19,2,2013,"http://farm9.staticflickr.com/8244/8489078899_fb08122111_t.jpg",6.8924
"78171174@N04",4.8255,45.748,19,27,11,2012,8.225006466E9,"sansflash,hipstamatic,objectifjane,filminas1982","?",57,18,27,11,2012,"http://farm9.staticflickr.com/8065/8225006466_1bb54aba7d_t.jpg",6.8956
"78171174@N04",4.8256,45.748,14,13,3,2013,8.553772331E9,"square,squareformat,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4b50a8eff964a520ef2b27e3","?",58,13,13,3,2013,"http://farm9.staticflickr.com/8098/8553772331_2d70cbfc70_t.jpg",6.8958
"78171174@N04",4.8367,45.752,20,12,8,2012,7.814275754E9,"sansflash,hipstamatic,filmdc,objectifjane","?",48,11,19,8,2012,"http://farm9.staticflickr.com/8431/7814275754_8d24119781_t.jpg",6.9116
"78171174@N04",4.8599,45.761,13,23,11,2012,8.21122368E9,"square,squareformat,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4d792b80930ef04dc557c24f","?",34,12,23,11,2012,"http://farm9.staticflickr.com/8345/8211223680_60f7b23e18_t.jpg",6.9448
"78171174@N04",4.8601,45.76,20,26,10,2012,8.125755033E9,"square,squareformat,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4b3013cef964a520a1f524e3","?",44,19,26,10,2012,"http://farm9.staticflickr.com/8467/8125755033_cd1fcc9c2b_t.jpg",6.9451
"78171174@N04",4.8603,45.76,13,7,12,2012,8.251384725E9,"sansflash,hipstamatic,objectifjane,filminas1982","?",19,12,7,12,2012,"http://farm9.staticflickr.com/8346/8251384725_53aaf5d11a_t.jpg",6.9454
"78171174@N04",4.8607,45.76,13,7,12,2012,8.252455068E9,"sansflash,hipstamatic,objectifjane,filminas1982","?",19,12,7,12,2012,"http://farm9.staticflickr.com/8062/8252455068_304d5060ec_t.jpg",6.9459
"78171174@N04",4.8608,45.76,7,27,10,2012,8.126915667E9,"square,squareformat,iphoneography,instagramapp,uploaded:by=instagram,foursquare:venue=4ff19ff0e4b0db68d502fd28","?",45,6,27,10,2012,"http://farm9.staticflickr.com/8185/8126915667_a5847df8ef_t.jpg",6.9461
"78266980@N00",4.8492,45.761,21,4,4,2007,4.46381982E8,"trip,travel,viaje,vacation,vanessa,cutout,photo,europe,tour,lyon,sunglases,gafas,vane,desayuno,louro,100club,gafasdesol,durnessvan,50club,ltytr2,ltytr1,petitdejauner","Foto tomada en Lyon durante el verano del 06.r
Vane pidió un café au lait y un croissant.r
Qué bien nos sentó, y qué agradable momento!",32,19,4,4,2007,"http://farm1.staticflickr.com/172/446381982_a7a7c2854e_t.jpg",6.9295
"78318076@N08",4.8171,45.742,18,5,8,2012,7.83301409E9,"?","<a href=http://brumpicts.tumblr.com/ rel=
ofollow>brumpicts.tumblr.com/</a>",30,19,21,8,2012,"http://farm9.staticflickr.com/8445/7833014090_2fbce26c7e_t.jpg",6.8836
"78318076@N08",4.8328,45.765,18,3,3,2012,7.617930818E9,"?","<a href=http://brumpicts.tumblr.com/ rel=
ofollow>brumpicts.tumblr.com/</a>",31,22,21,7,2012,"http://farm8.staticflickr.com/7130/7617930818_899a4f7788_t.jpg",6.9061
"78464675@N05",4.829,45.759,3,1,12,2010,7.036227423E9,"street,winter,urban,snow,france,cold,snowflakes,nikon,europe,lyon,snowdust,nostalgia,rushing,vieuxlyon,medievaltown,fleetingmoments,nikond90","?",39,20,1,4,2012,"http://farm8.staticflickr.com/7089/7036227423_4bd577fec0_t.jpg",6.9006
"78464675@N05",4.829,45.759,12,1,12,2010,6.91617622E9,"morning,bridge,winter,light,snow,france,cold,walking,snowflakes,nikon,lyon,freezing,streetscene,littlegirl,returning,enpassant,fleetingmoments,nikond90, morning,bridge,winter,light,snow,france,cold,walking,snowflakes,nikon,europe,lyon,freezing,streetscene,littlegirl,returning,enpassant,fleetingmoments,nikond90, winter,people,snow,france,walking,nikon,europe,lyon,vieuxlyon,enpassant,fleetingmoments,nikond90,jerentreàlamaison, street,winter,snow,france,colors,buildings,walking,nikon,europe,mud,lyon,streetscene,returning,meltingsnow,enpassant,nikond90,cleaningsnow,cleaningstreet, morning,bridge,winter,woman,snow,france,cold,snowflakes,nikon,europe,lyon,snowdust,snowing,impressionistic,returning,walkinghome,softtexture,nikond90,jerentreàlamaison, street,bridge,winter,people,snow,france,cold,colors,walking,snowflakes,nikon,europe,frost,lyon,nostalgia,glaze,freeze,streetphoto,heavysnow,peoplewalking,enpassant,fleetingmoments,dawncolors,nikond90,snowtempest","?, &quot; He gives his harness bells a shake
To ask if there is some mistake.
The only other sound’s the sweep
Of the easy wind and downy flake.&quot;
Robert Frost.",54,21,9,4,2012,"http://farm8.staticflickr.com/7217/6916176220_07b2a25993_t.jpg",6.9006
"78474683@N07",4.8244,45.765,0,1,12,2011,7.027912047E9,"?","?",0,22,29,3,2012,"http://farm8.staticflickr.com/7182/7027912047_419a9d7825_t.jpg",6.8941
"78627699@N00",4.8201,45.76,10,2,3,2012,6.813528348E9,"france,lyon,2012","?",9,19,6,3,2012,"http://farm8.staticflickr.com/7066/6813528348_52aa9eb9b7_t.jpg",6.8879
"78627699@N00",4.8227,45.762,9,2,3,2012,6.821307362E9,"france,church,lyon,2012","?",42,18,9,3,2012,"http://farm8.staticflickr.com/7039/6821307362_83de97cea5_t.jpg",6.8916
"78627699@N00",4.823,45.745,15,28,6,2013,9.837519643E9,"france","?",36,14,20,9,2013,"http://farm8.staticflickr.com/7306/9837519643_0793841f01_t.jpg",6.8921
"78627699@N00",4.8267,45.76,10,2,3,2012,6.813535018E9,"france,church,lyon,2012,vieuxlyon","?",50,19,6,3,2012,"http://farm8.staticflickr.com/7054/6813535018_e361d2a378_t.jpg",6.8974
"78627699@N00",4.8275,45.762,15,18,2,2012,6.903077537E9,"?","?",14,15,19,2,2012,"http://farm8.staticflickr.com/7203/6903077537_361a032461_t.jpg",6.8985
"78627699@N00",4.8278,45.763,15,18,2,2012,6.903082681E9,"?","?, One of Lyon´s many secret places",24,15,19,2,2012,"http://farm8.staticflickr.com/7196/6903082681_97de72657b_t.jpg",6.8989
"78627699@N00",4.8279,45.763,13,26,2,2012,6.78661427E9,"?","?",21,21,26,2,2012,"http://farm8.staticflickr.com/7039/6786614270_1aaa00c138_t.jpg",6.8991
"78627699@N00",4.8286,45.753,10,28,6,2013,9.837434875E9,"france","?",36,14,20,9,2013,"http://farm4.staticflickr.com/3762/9837434875_32a23dbeee_t.jpg",6.9001
"78627699@N00",4.8308,45.761,13,18,2,2012,6.903021863E9,"?","Saone River",51,15,19,2,2012,"http://farm8.staticflickr.com/7045/6903021863_28bc88b921_t.jpg",6.9032
"78627699@N00",4.8337,45.777,13,12,3,2012,7.000261853E9,"france,lyon,2012","Croix-Rousse",13,15,20,3,2012,"http://farm7.staticflickr.com/6226/7000261853_335010fb7a_t.jpg",6.9074
"78627699@N00",4.8337,45.777,14,12,3,2012,7.000264625E9,"france,lyon,2012","La Maison des Canuts museum",52,15,20,3,2012,"http://farm8.staticflickr.com/7225/7000264625_f6b05a0c14_t.jpg",6.9074
"78627699@N00",4.8337,45.777,15,12,3,2012,7.000271841E9,"france,lyon,2012","La Maison des Canuts museum, Masonic items at the museum
La Maison des Canuts museum, Silk items for sale
La Maison des Canuts museum, Masonic or Oddfellow items at the museum
La Maison des Canuts museum, Silk
La Maison des Canuts museum",14,15,20,3,2012,"http://farm7.staticflickr.com/6104/7000271841_a18518c930_t.jpg",6.9074
"78627699@N00",4.836,45.768,11,22,2,2012,6.932694367E9,"?","Opera",13,20,26,2,2012,"http://farm8.staticflickr.com/7036/6932694367_5c01d549e0_t.jpg",6.9106
"78627699@N00",4.8367,45.845,12,10,3,2012,6.833794084E9,"france,lyon,2012","Automobile museum, Other building of the Automobile museum, Automobile museum
Hitlers car, Automobile museum
Popemobile, Automobile museum
V16 engine, Rolls at the Automobile museum, Automobile museum
Horse Tram",58,19,13,3,2012,"http://farm8.staticflickr.com/7197/6833794084_572feb84dc_t.jpg",6.9116
"78627699@N00",4.8408,45.769,11,12,3,2012,6.854125658E9,"france,lyon,2012","Croix-Rousse",40,15,20,3,2012,"http://farm7.staticflickr.com/6120/6854125658_0736c934a1_t.jpg",6.9175
"78722206@N00",4.8287,45.754,20,10,12,2010,5.263346897E9,"canon,lyon,lione,tamron,fêtedeslumières,tamron18270,canoneos550d,eos550d,lasourcedelalumière, canon,lyon,tamron,fêtedeslumières,tamron18270,canoneos550d,eos550d,paillesenqueuflamantsrosesetlampounettes","?",11,16,15,12,2010,"http://farm6.staticflickr.com/5243/5263346897_f3b9de70e2_t.jpg",6.9002
"7874324@N02",4.8316,45.757,23,8,12,2009,4.185710176E9,"city,france,night,lyon,nuit,soe,ville,fêtedeslumières,8décembre,smcpda1650mmf28edalifsdm,pentaxk20d","?",26,19,14,12,2009,"http://farm3.staticflickr.com/2682/4185710176_c0ba097d26_t.jpg",6.9044
"7874324@N02",4.8667,45.756,20,12,8,2008,3.119044578E9,"city,sunset,france,landscape,lyon,paysage,ville,coucherdesoleil,pentaxk10d,smcpda1650mmf28edalifsdm","?",56,20,18,12,2008,"http://farm4.staticflickr.com/3190/3119044578_f45617871b_t.jpg",6.9545
"78771543@N00",4.8229,45.763,15,13,2,2008,2.269835382E9,"lyon","?",52,20,16,2,2008,"http://farm3.staticflickr.com/2221/2269835382_3aed4de650_t.jpg",6.8919
"78873869@N03",4.8308,45.728,21,6,5,2013,8.714494723E9,"ninkasigerland,uploaded:by=flickrmobile,flickriosapp:filter=flamingo,flamingofilter","On se croirait vendredi soir !",43,20,6,5,2013,"http://farm8.staticflickr.com/7446/8714494723_8ef0924ea2_t.jpg",6.9032
"78873869@N03",4.8455,45.75,14,8,9,2013,9.701698492E9,"lyon,uploaded:by=flickrmobile,icedteafilter,flickriosapp:filter=icedtea","Laprès macdo !",46,13,8,9,2013,"http://farm6.staticflickr.com/5529/9701698492_eee42e6dd4_t.jpg",6.9242
"78873869@N03",4.8463,45.763,18,23,1,2014,1.2107647993E10,"uploaded:by=flickrmobile,flickriosapp:filter=nofilter,vision:text=0548,vision:plant=0509,wellnesssportclub","Sport sport sport !",0,20,23,1,2014,"http://farm8.staticflickr.com/7310/12107647993_c5b6a30694_t.jpg",6.9254
"78873869@N03",4.8558,45.762,18,15,11,2013,1.0877146283E10,"cclapartdieu","Et surtout lol !",43,23,15,11,2013,"http://farm6.staticflickr.com/5528/10877146283_a7fb8ab4a4_t.jpg",6.9389
"78873869@N03",4.8558,45.762,19,3,12,2013,1.1196857746E10,"uploaded:by=flickrmobile,cclapartdieu,denimfilter,flickriosapp:filter=denim,vision:text=056,vision:outdoor=0543,vision:car=0668","5 kg, poids sur mes épaules durant le pump....",20,22,3,12,2013,"http://farm8.staticflickr.com/7344/11196857746_7f1094a989_t.jpg",6.9389
"78873869@N03",4.8619,45.76,22,21,12,2013,1.1510317783E10,"lomofilter,uploaded:by=flickrmobile,flickriosapp:filter=lomo,stationgarepartdieu—villettet3t4rhônexpress","Pré Noël",55,7,23,12,2013,"http://farm3.staticflickr.com/2893/11510317783_ebb003c38c_t.jpg",6.9477
"78873869@N03",4.8796,45.742,23,6,4,2013,8.624949989E9,"uploaded:by=flickrmobile,flickriosapp:filter=mammoth,mammothfilter,stationgrangeblanchet2t5","?",35,21,6,4,2013,"http://farm9.staticflickr.com/8258/8624949989_3922cb65d4_t.jpg",6.9729
"79029057@N08",4.8279,45.76,12,5,8,2012,8.18025582E9,"?","?",38,22,12,11,2012,"http://farm9.staticflickr.com/8486/8180255820_3138f2ff97_t.jpg",6.8991
"7923670@N03",4.8263,45.76,22,27,8,2007,1.283787574E9,"holiday,france,night,digital,canon,eos,lyon,lione,francia,monumenti,vacanze,monumental,400d","?",34,7,31,8,2007,"http://farm2.staticflickr.com/1306/1283787574_60fd8b325a_t.jpg",6.8968
"7924277@N04",4.822,45.747,13,15,7,2008,2.671255998E9,"lyon,dessin,urbanart","dessin rue Denuzière à Lyon",28,12,15,7,2008,"http://farm4.staticflickr.com/3263/2671255998_5fd1d4ffb2_t.jpg",6.8906
"79431831@N00",4.8518,45.742,20,26,5,2009,3.571044823E9,"sunset,sky,sun,france,butterfly,lyon,residence","??? ????? ????????????? ????? ?????? ?? ?????? ????.

*? ???????? ?????? ?? &quot;?????????&quot;, ??? ?????????.",52,23,27,5,2009,"http://farm4.staticflickr.com/3328/3571044823_f4d5a5f5d2_t.jpg",6.9332
"79530786@N07",4.8223,45.762,20,14,7,2012,7.56970256E9,"?","?",58,19,14,7,2012,"http://farm8.staticflickr.com/7117/7569702560_15f041f236_t.jpg",6.8911
"79530786@N07",4.8247,45.758,23,31,7,2010,1.0749565093E10,"vision:text=0624,vision:outdoor=0919, vision:text=0588,vision:plant=0557,vision:outdoor=0957, vision:text=0689,vision:outdoor=0978","?",29,22,28,5,2012,"http://farm3.staticflickr.com/2829/10749565093_8ae90ab06c_t.jpg",6.8945
"79530786@N07",4.8257,45.773,0,23,7,2011,7.31718078E9,"?","?",0,23,29,5,2012,"http://farm8.staticflickr.com/7218/7317180780_093513acd3_t.jpg",6.8959
"79530786@N07",4.8271,45.764,23,20,3,2011,1.0749460375E10,"vision:text=0709,vision:outdoor=0939","?",15,22,28,5,2012,"http://farm6.staticflickr.com/5475/10749460375_c3101f451c_t.jpg",6.8979
"79530786@N07",4.8408,45.756,19,13,4,2013,8.646171814E9,"?","?",4,17,13,4,2013,"http://farm9.staticflickr.com/8521/8646171814_bdd7a9fb65_t.jpg",6.9175
"79530786@N07",4.8711,45.745,0,1,4,2012,7.317169094E9,"?","Marché Montplaisir, Institut Lumière",0,23,1,6,2012,"http://farm9.staticflickr.com/8017/7317169094_38d051f944_t.jpg",6.9608
"79568280@N04",4.8276,45.761,2,28,4,2012,7.120822269E9,"monument,architecture,lyon,dessin,cathédrale,gothique,plume,saintjean,encredechine,flickrandroidapp:filter=none","dessin a la plume de la cathédrale saint Jean a lyon",25,9,28,4,2012,"http://farm9.staticflickr.com/8016/7120822269_8af5bcf24f_t.jpg",6.8986
"79584562@N07",4.85,45.764,8,18,6,2011,7.294792644E9,"?","Vide grenier 2011
",31,13,29,5,2012,"http://farm9.staticflickr.com/8160/7294792644_0afd5da9f8_t.jpg",6.9306
"7958876@N06",4.8683,45.785,11,14,9,2007,1.386248774E9,"lyonlesoir","?",20,11,15,9,2007,"http://farm2.staticflickr.com/1378/1386248774_fab4c7326a_t.jpg",6.9568
"7958876@N06",4.8683,45.785,11,19,8,2007,1.184638293E9,"?","?",46,19,20,8,2007,"http://farm2.staticflickr.com/1082/1184638293_52d58ec0fe_t.jpg",6.9568
"7958876@N06",4.8683,45.785,17,1,9,2007,1.302851646E9,"?, me","pequeños espadachines aprendiendo, auqnue no lo crean esto era muy dificil",15,11,2,9,2007,"http://farm2.staticflickr.com/1040/1302851646_b94aac9a1e_t.jpg",6.9568
"7958876@N06",4.8683,45.785,21,5,9,2007,1.346653738E9,"?","?",31,12,8,9,2007,"http://farm2.staticflickr.com/1326/1346653738_1e3292f05f_t.jpg",6.9568
"7958876@N06",4.8683,45.785,22,31,8,2007,1.312382119E9,"?","?",55,15,3,9,2007,"http://farm2.staticflickr.com/1173/1312382119_1e8742e83a_t.jpg",6.9568
"79606932@N07",4.8267,45.76,11,10,6,2012,7.171816985E9,"blackandwhite,bw,film,noiretblanc","En attendant le Beaujolais
Négatif argentique scanné 1987
Pentax superA+28mm",21,9,10,6,2012,"http://farm8.staticflickr.com/7232/7171816985_2cc08978b0_t.jpg",6.8974
"79634503@N03",4.8153,45.742,18,29,5,2011,7.139798705E9,"lyon,confluences,h4g2","?",31,19,3,5,2012,"http://farm8.staticflickr.com/7204/7139798705_2023eefa39_t.jpg",6.8811
"79634503@N03",4.8161,45.743,21,26,7,2011,7.180715452E9,"confluences,h4g2","?",10,8,12,5,2012,"http://farm6.staticflickr.com/5072/7180715452_a347f81480_t.jpg",6.8822
"79634503@N03",4.8236,45.769,20,18,6,2011,6.99371439E9,"lyon,croixrousse,xrousse,h4g2","?",30,19,3,5,2012,"http://farm9.staticflickr.com/8013/6993714390_bce58494b6_t.jpg",6.8929
"79634503@N03",4.8322,45.775,16,6,5,2012,7.18071112E9,"vespa,confluences,h4g2","Election day on the plateau of the Croix-Rousse in Lyon.",51,8,12,5,2012,"http://farm8.staticflickr.com/7084/7180711120_c395661814_t.jpg",6.9052
"79707010@N00",4.8553,45.736,10,17,2,2007,4.01831955E8,"?","?",9,11,25,2,2007,"http://farm1.staticflickr.com/46/401831955_69c2d41dd0_t.jpg",6.9382
"79707010@N00",4.8553,45.736,10,18,2,2007,4.01836248E8,"?","?",26,11,25,2,2007,"http://farm1.staticflickr.com/132/401836248_ee1b03b86d_t.jpg",6.9382
"79707010@N00",4.8553,45.736,12,17,6,2007,6.81189593E8,"?","?",29,9,1,7,2007,"http://farm2.staticflickr.com/1323/681189593_dba69a8baf_t.jpg",6.9382
"79707010@N00",4.8553,45.736,16,7,3,2007,4.14508722E8,"?","?",43,11,8,3,2007,"http://farm1.staticflickr.com/155/414508722_a50b5c2f1b_t.jpg",6.9382
"79707010@N00",4.8553,45.736,16,19,5,2007,5.08150382E8,"?","?",43,19,21,5,2007,"http://farm1.staticflickr.com/215/508150382_fd74575465_t.jpg",6.9382
"79707010@N00",4.8553,45.736,18,28,2,2007,4.14502386E8,"?","?",7,11,8,3,2007,"http://farm1.staticflickr.com/182/414502386_94aae27f1f_t.jpg",6.9382
"79707010@N00",4.8553,45.736,20,1,6,2007,5.43987239E8,"?","?",43,13,13,6,2007,"http://farm2.staticflickr.com/1107/543987239_2bb666aa57_t.jpg",6.9382
